popularity,name,date,url,img
82.6萬,排球少年！！,2014/04,https://ani.gamer.com.tw/animeRef.php?sn=112915,https://p2.bahamut.com.tw/B/ACG/c/76/0000064376.JPG
77萬,排球少年！！第二季,2015/10,https://ani.gamer.com.tw/animeRef.php?sn=112931,https://p2.bahamut.com.tw/B/ACG/c/66/0000074666.JPG
64.3萬,WIND BREAKER—防風少年—,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113501,https://p2.bahamut.com.tw/B/ACG/c/04/0000131404.JPG
50.9萬,魔法科高中的劣等生 第三季,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113506,https://p2.bahamut.com.tw/B/ACG/c/61/0000134161.JPG
36.6萬,排球少年！！第四季,2020/01,https://ani.gamer.com.tw/animeRef.php?sn=103114,https://p2.bahamut.com.tw/B/ACG/c/14/0000103114.JPG
35.4萬,排球少年！！第四季 Part 2,2020/10,https://ani.gamer.com.tw/animeRef.php?sn=112463,https://p2.bahamut.com.tw/B/ACG/c/90/0000113790.JPG
29萬,夜櫻家大作戰,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113492,https://p2.bahamut.com.tw/B/ACG/c/01/0000129301.JPG
28.4萬,排球少年！！第三季,2016/10,https://ani.gamer.com.tw/animeRef.php?sn=112938,https://p2.bahamut.com.tw/B/ACG/c/18/0000082618.JPG
27.8萬,蔚藍檔案 The Animation,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113512,https://p2.bahamut.com.tw/B/ACG/c/19/0000134319.JPG
27.4萬,單人房、日照一般、附天使。,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113519,https://p2.bahamut.com.tw/B/ACG/c/79/0000135879.JPG
23萬,魔法科高中的劣等生,2014/04,https://ani.gamer.com.tw/animeRef.php?sn=64622,https://p2.bahamut.com.tw/B/ACG/c/22/0000064622.JPG
22.6萬,肌肉魔法使-MASHLE- 神覺者候補選拔試驗篇,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113457,https://p2.bahamut.com.tw/B/ACG/c/92/0000133792.JPG
20.3萬,約會大作戰 DATE A LIVE V,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113499,https://p2.bahamut.com.tw/B/ACG/c/70/0000125370.JPG
20.1萬,我的英雄學院 第七季,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113528,https://p2.bahamut.com.tw/B/ACG/c/87/0000131287.JPG
19.8萬,失憶投捕,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113523,https://p2.bahamut.com.tw/B/ACG/c/78/0000134578.JPG
19萬,我內心的糟糕念頭 第二季,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113460,https://p2.bahamut.com.tw/B/ACG/c/22/0000133422.JPG
18.9萬,咒術迴戰 第二季,2023/07,https://ani.gamer.com.tw/animeRef.php?sn=113281,https://p2.bahamut.com.tw/B/ACG/c/78/0000122778.JPG
18.7萬,格鬥實況,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113502,https://p2.bahamut.com.tw/B/ACG/c/11/0000137811.JPG
17.7萬,反派千金等級 99～我是隱藏頭目但不是魔王～,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113467,https://p2.bahamut.com.tw/B/ACG/c/94/0000131194.JPG
14.5萬,恰如細語般的戀歌,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113510,https://p2.bahamut.com.tw/B/ACG/c/23/0000129623.JPG
12.7萬,歡迎來到實力至上主義的教室 第三季,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113450,https://p2.bahamut.com.tw/B/ACG/c/33/0000133633.JPG
12.7萬,聲優廣播的幕前幕後,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113498,https://p2.bahamut.com.tw/B/ACG/c/30/0000129330.JPG
12.2萬,黑執事 寄宿學校篇,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113509,https://p2.bahamut.com.tw/B/ACG/c/32/0000133832.JPG
12萬,肌肉魔法使-MASHLE-,2023/04,https://ani.gamer.com.tw/animeRef.php?sn=113252,https://p2.bahamut.com.tw/B/ACG/c/27/0000125527.JPG
11.8萬,四月是你的謊言,2014/10,https://ani.gamer.com.tw/animeRef.php?sn=112644,https://p2.bahamut.com.tw/B/ACG/c/38/0000068438.JPG
10.2萬,我內心的糟糕念頭,2023/04,https://ani.gamer.com.tw/animeRef.php?sn=113246,https://p2.bahamut.com.tw/B/ACG/c/56/0000126156.JPG
10.2萬,我的英雄學院 第六季,2022/10,https://ani.gamer.com.tw/animeRef.php?sn=113134,https://p2.bahamut.com.tw/B/ACG/c/03/0000121103.JPG
10萬,咒術迴戰,2020/10,https://ani.gamer.com.tw/animeRef.php?sn=112457,https://p2.bahamut.com.tw/B/ACG/c/86/0000108886.JPG
