popularity,name,date,url,img
82.8萬,排球少年！！,2014/04,https://ani.gamer.com.tw/animeRef.php?sn=112915,https://p2.bahamut.com.tw/B/ACG/c/76/0000064376.JPG
76.9萬,排球少年！！第二季,2015/10,https://ani.gamer.com.tw/animeRef.php?sn=112931,https://p2.bahamut.com.tw/B/ACG/c/66/0000074666.JPG
36.7萬,排球少年！！第四季,2020/01,https://ani.gamer.com.tw/animeRef.php?sn=103114,https://p2.bahamut.com.tw/B/ACG/c/14/0000103114.JPG
35.6萬,排球少年！！第四季 Part 2,2020/10,https://ani.gamer.com.tw/animeRef.php?sn=112463,https://p2.bahamut.com.tw/B/ACG/c/90/0000113790.JPG
28.3萬,排球少年！！第三季,2016/10,https://ani.gamer.com.tw/animeRef.php?sn=112938,https://p2.bahamut.com.tw/B/ACG/c/18/0000082618.JPG
19.7萬,失憶投捕,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113523,https://p2.bahamut.com.tw/B/ACG/c/78/0000134578.JPG
14.5萬,遊戲王 怪獸之決鬥,2000/04,https://ani.gamer.com.tw/animeRef.php?sn=113530,https://p2.bahamut.com.tw/B/ACG/c/92/0000020292.JPG
10.8萬,藍色監獄,2022/10,https://ani.gamer.com.tw/animeRef.php?sn=113138,https://p2.bahamut.com.tw/B/ACG/c/40/0000119140.JPG
3.8萬,極速星舞,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113507,https://p2.bahamut.com.tw/B/ACG/c/89/0000125789.JPG
3.2萬,排球少年！！陸 VS 空＆球之道,2020/01,https://ani.gamer.com.tw/animeRef.php?sn=112278,https://p2.bahamut.com.tw/B/ACG/c/78/0000112278.JPG
3.1萬,隊長小翼 Season2 青少年篇,2023/10,https://ani.gamer.com.tw/animeRef.php?sn=113381,https://p2.bahamut.com.tw/B/ACG/c/13/0000131113.JPG
2.9萬,強風吹拂,2018/10,https://ani.gamer.com.tw/animeRef.php?sn=98172,https://p2.bahamut.com.tw/B/ACG/c/72/0000098172.JPG
2.7萬,蜻蛉高球,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113508,https://p2.bahamut.com.tw/B/ACG/c/18/0000137918.JPG
2.2萬,飆速宅男,2013/10,https://ani.gamer.com.tw/animeRef.php?sn=112530,https://p2.bahamut.com.tw/B/ACG/c/41/0000059441.JPG
2.2萬,RINKAI！女子競輪,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113522,https://p2.bahamut.com.tw/B/ACG/c/77/0000131277.JPG
2.2萬,排球少年！！劇場版：結束與開始,2015/07,https://ani.gamer.com.tw/animeRef.php?sn=113482,https://p2.bahamut.com.tw/B/ACG/c/19/0000137919.JPG
2.1萬,YURI!!!on ICE,2016/10,https://ani.gamer.com.tw/animeRef.php?sn=82794,https://p2.bahamut.com.tw/B/ACG/c/94/0000082794.JPG
1.9萬,排球少年！！列夫前來拜見！,2015/03,https://ani.gamer.com.tw/animeRef.php?sn=112273,https://p2.bahamut.com.tw/B/ACG/c/73/0000112273.JPG
1.7萬,排球少年！！劇場版：觀念之戰,2017/09,https://ani.gamer.com.tw/animeRef.php?sn=113485,https://p2.bahamut.com.tw/B/ACG/c/38/0000091638.JPG
1.6萬,棒球大聯盟 第二季,2005/12,https://ani.gamer.com.tw/animeRef.php?sn=112886,https://p2.bahamut.com.tw/B/ACG/c/46/0000038846.JPG
1.6萬,燃油車鬥魂,2023/09,https://ani.gamer.com.tw/animeRef.php?sn=113387,https://p2.bahamut.com.tw/B/ACG/c/27/0000121227.JPG
1.6萬,FREE! 男子游泳部,2013/07,https://ani.gamer.com.tw/animeRef.php?sn=61469,https://p2.bahamut.com.tw/B/ACG/c/69/0000061469.JPG
1.6萬,棒球大聯盟 第五季,2009/01,https://ani.gamer.com.tw/animeRef.php?sn=112817,https://p2.bahamut.com.tw/B/ACG/c/83/0000023583.JPG
1.6萬,棒球大聯盟,2004/11,https://ani.gamer.com.tw/animeRef.php?sn=112697,https://p2.bahamut.com.tw/B/ACG/c/78/0000018778.JPG
1.5萬,影子籃球員,2012/04,https://ani.gamer.com.tw/animeRef.php?sn=52157,https://p2.bahamut.com.tw/B/ACG/c/57/0000052157.JPG
1.5萬,排球少年！！劇場版：才能與感覺,2017/09,https://ani.gamer.com.tw/animeRef.php?sn=113484,https://p2.bahamut.com.tw/B/ACG/c/75/0000089275.JPG
1.4萬,排球少年！！VS 掛科,2016/05,https://ani.gamer.com.tw/animeRef.php?sn=112276,https://p2.bahamut.com.tw/B/ACG/c/76/0000112276.JPG
1.4萬,棒球大聯盟 第三季,2007/01,https://ani.gamer.com.tw/animeRef.php?sn=113002,https://p2.bahamut.com.tw/B/ACG/c/47/0000038847.JPG
