popularity,name,date,url,img
103.5萬,關於我轉生變成史萊姆這檔事 第三季,2024/03,https://ani.gamer.com.tw/animeRef.php?sn=113489,https://p2.bahamut.com.tw/B/ACG/c/14/0000128514.JPG
96萬,無職轉生～到了異世界就拿出真本事 第二季,2023/07,https://ani.gamer.com.tw/animeRef.php?sn=113275,https://p2.bahamut.com.tw/B/ACG/c/75/0000129175.JPG
90.3萬,月光下的異世界之旅 第二季,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113470,https://p2.bahamut.com.tw/B/ACG/c/92/0000119792.JPG
90.1萬,為美好的世界獻上祝福！3,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113517,https://p2.bahamut.com.tw/B/ACG/c/19/0000118719.JPG
64萬,從 Lv2 開始開外掛的前勇者候補過著悠哉異世界生活,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113490,https://p2.bahamut.com.tw/B/ACG/c/38/0000136038.JPG
54萬,轉生貴族憑鑑定技能扭轉人生,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113521,https://p2.bahamut.com.tw/B/ACG/c/97/0000132297.JPG
43.2萬,Re:Monster,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113493,https://p2.bahamut.com.tw/B/ACG/c/31/0000135631.JPG
34.5萬,怪人的沙拉碗,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113504,https://p2.bahamut.com.tw/B/ACG/c/18/0000133918.JPG
26.5萬,THE NEW GATE,2024/04,https://ani.gamer.com.tw/animeRef.php?sn=113511,https://p2.bahamut.com.tw/B/ACG/c/05/0000136405.JPG
18.3萬,為美好的世界獻上祝福！,2016/01,https://ani.gamer.com.tw/animeRef.php?sn=76677,https://p2.bahamut.com.tw/B/ACG/c/77/0000076677.JPG
17.8萬,治癒魔法的錯誤使用法,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113438,https://p2.bahamut.com.tw/B/ACG/c/95/0000119195.JPG
17.7萬,反派千金等級 99～我是隱藏頭目但不是魔王～,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113467,https://p2.bahamut.com.tw/B/ACG/c/94/0000131194.JPG
17.6萬,無職轉生，到了異世界就拿出真本事,2021/01,https://ani.gamer.com.tw/animeRef.php?sn=112541,https://p2.bahamut.com.tw/B/ACG/c/83/0000104483.JPG
16.8萬,為美好的世界獻上祝福！ 第二季,2017/01,https://ani.gamer.com.tw/animeRef.php?sn=82626,https://p2.bahamut.com.tw/B/ACG/c/26/0000082626.JPG
16.3萬,關於我轉生變成史萊姆這檔事 第二季,2021/01,https://ani.gamer.com.tw/animeRef.php?sn=112548,https://p2.bahamut.com.tw/B/ACG/c/13/0000104513.JPG
14.3萬,月光下的異世界之旅,2021/07,https://ani.gamer.com.tw/animeRef.php?sn=112731,https://p2.bahamut.com.tw/B/ACG/c/46/0000117246.JPG
12.5萬,關於我轉生變成史萊姆這檔事,2018/10,https://ani.gamer.com.tw/animeRef.php?sn=94601,https://p2.bahamut.com.tw/B/ACG/c/01/0000094601.JPG
9.2萬,秒殺外掛太強了，異世界的傢伙們根本就不是對手。,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113436,https://p2.bahamut.com.tw/B/ACG/c/51/0000134951.JPG
8.2萬,魔王學院的不適任者～史上最強的魔王始祖，轉生就讀子孫們的學校～,2020/07,https://ani.gamer.com.tw/animeRef.php?sn=108067,https://p2.bahamut.com.tw/B/ACG/c/67/0000108067.JPG
7.6萬,最弱魔物使開始了撿垃圾之旅。,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113446,https://p2.bahamut.com.tw/B/ACG/c/39/0000128539.JPG
6.8萬,我想成為影之強者！,2022/10,https://ani.gamer.com.tw/animeRef.php?sn=113154,https://p2.bahamut.com.tw/B/ACG/c/36/0000120336.JPG
6.4萬,我想成為影之強者！第二季,2023/10,https://ani.gamer.com.tw/animeRef.php?sn=113395,https://p2.bahamut.com.tw/B/ACG/c/38/0000130538.JPG
6.2萬,佐佐木與文鳥小嗶,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113439,https://p2.bahamut.com.tw/B/ACG/c/21/0000134321.JPG
4.8萬,女王的手術刀,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113465,https://p2.bahamut.com.tw/B/ACG/c/48/0000130648.JPG
4.1萬,重生者的魔法一定要特別,2023/10,https://ani.gamer.com.tw/animeRef.php?sn=113377,https://p2.bahamut.com.tw/B/ACG/c/44/0000133844.JPG
4.1萬,NO GAME NO LIFE 遊戲人生,2014/04,https://ani.gamer.com.tw/animeRef.php?sn=63284,https://p2.bahamut.com.tw/B/ACG/c/84/0000063284.JPG
4萬,OVERLORD 第四季,2022/07,https://ani.gamer.com.tw/animeRef.php?sn=113072,https://p2.bahamut.com.tw/B/ACG/c/46/0000117446.PNG
3.8萬,婚戒物語,2024/01,https://ani.gamer.com.tw/animeRef.php?sn=113445,https://p2.bahamut.com.tw/B/ACG/c/83/0000129683.JPG
